Date,RELIANCE,TCS,INFY,HDFCBANK,ICICIBANK
2022-02-10,725.3947143554688,781.3507690429688,1588.580078125,1083.406494140625,3350.1904296875
2022-02-11,722.4220581054688,767.0913696289062,1545.2657470703125,1081.29052734375,3283.19287109375
2022-02-14,700.9469604492188,731.1036987304688,1510.1204833984375,1064.0684814453125,3317.66943359375
2022-02-15,721.9226684570312,752.7836303710938,1560.4368896484375,1100.1964111328125,3392.352783203125
2022-02-16,720.9474487304688,741.1434326171875,1555.993408203125,1097.9212646484375,3388.176513671875
2022-02-17,716.5479125976562,727.8541259765625,1548.3629150390625,1111.82177734375,3362.496826171875
2022-02-18,719.3303833007812,726.4476928710938,1532.3388671875,1103.1312255859375,3371.1162109375
2022-02-21,723.9677734375,731.831298828125,1553.6593017578125,1091.9833984375,3304.91796875
2022-02-22,718.5455932617188,728.7756958007812,1556.9359130859375,1087.023681640625,3186.739013671875
2022-02-23,713.8843383789062,722.2764892578125,1564.5662841796875,1080.2213134765625,3166.657958984375
2022-02-24,675.119873046875,686.1918334960938,1506.4849853515625,1026.393310546875,3022.577392578125
2022-02-25,692.5758056640625,708.1627807617188,1521.252197265625,1039.2247314453125,3128.40478515625
2022-02-28,678.3779907226562,720.4335327148438,1540.1038818359375,1073.62353515625,3158.1279296875
2022-03-02,653.6448364257812,693.41845703125,1528.6134033203125,1091.3690185546875,3150.974365234375
2022-03-03,652.0989990234375,677.3646240234375,1544.8170166015625,1082.1551513671875,3149.419677734375
2022-03-04,649.9586181640625,667.421875,1547.0164794921875,1058.1533203125,3131.604248046875
2022-03-07,630.1245727539062,634.1502685546875,1561.8734130859375,1019.022216796875,3096.550048828125
2022-03-08,631.5515747070312,645.06298828125,1596.30029296875,1017.1793212890625,3198.779296875
2022-03-09,652.1703491210938,647.4395141601562,1627.8548583984375,1071.1436767578125,3227.791259765625
2022-03-10,662.4203491210938,656.315185546875,1639.120849609375,1088.50244140625,3217.439208984375
2022-03-11,664.3704833984375,657.5762939453125,1635.6199951171875,1091.64208984375,3198.06884765625
2022-03-14,686.1309204101562,675.2791137695312,1697.2921142578125,1100.605712890625,3237.03173828125
2022-03-15,677.3078002929688,676.4430541992188,1651.150390625,1075.398193359375,3193.403564453125
2022-03-16,688.7944946289062,686.7738647460938,1696.1253662109375,1093.55322265625,3248.49462890625
2022-03-17,703.9673461914062,698.5110473632812,1664.8848876953125,1129.203369140625,3263.466552734375
2022-03-21,707.03515625,689.44140625,1663.4935302734375,1122.6966552734375,3222.54833984375
2022-03-22,710.673828125,696.66796875,1694.329833984375,1151.703857421875,3288.52392578125
2022-03-23,703.5867919921875,696.7650756835938,1680.8642578125,1155.366455078125,3298.6982421875
2022-03-24,686.178466796875,683.0878295898438,1693.701416015625,1173.3167724609375,3331.974853515625
2022-03-25,680.5897216796875,678.2861938476562,1684.58984375,1181.1429443359375,3294.300048828125
2022-03-28,681.4934692382812,689.0533447265625,1682.2108154296875,1193.018798828125,3294.52197265625
2022-03-29,690.530517578125,693.85498046875,1693.0731201171875,1193.291748046875,3292.433837890625
2022-03-30,702.4928588867188,708.9873657226562,1709.1866455078125,1216.2244873046875,3315.71435546875
2022-03-31,699.3536376953125,708.4052734375,1711.7901611328125,1198.8428955078125,3323.17822265625
2022-04-01,716.31005859375,714.1769409179688,1708.827880859375,1208.4437255859375,3339.883056640625
2022-04-04,788.0361938476562,724.216552734375,1690.3350830078125,1212.015625,3350.1904296875
2022-04-05,764.9440307617188,719.5604248046875,1670.72021484375,1194.88427734375,3389.68701171875
2022-04-06,737.6424560546875,719.3665161132812,1641.7691650390625,1191.6993408203125,3336.862060546875
2022-04-07,721.4232177734375,726.108154296875,1625.7451171875,1170.677734375,3273.595947265625
2022-04-08,720.4243774414062,731.6856689453125,1628.9769287109375,1190.15234375,3274.92919921875
2022-04-11,711.6251220703125,736.8268432617188,1585.8421630859375,1187.6724853515625,3284.4814453125
2022-04-12,710.3645629882812,740.9494018554688,1564.207275390625,1165.3084716796875,3279.771728515625
2022-04-13,696.7850952148438,739.3973388671875,1569.6834716796875,1161.0313720703125,3253.870361328125
2022-04-18,663.7283325195312,735.0807495117188,1455.5401611328125,1157.4822998046875,3134.892333984375
2022-04-19,638.400634765625,743.325927734375,1402.21630859375,1201.595703125,3084.998779296875
2022-04-20,644.1558227539062,732.8982543945312,1425.287353515625,1236.9273681640625,3160.437744140625
2022-04-21,653.6923828125,739.494384765625,1453.2060546875,1265.888916015625,3224.28076171875
2022-04-22,644.774169921875,725.2351684570312,1423.267578125,1255.2872314453125,3209.9755859375
2022-04-25,649.6018676757812,729.648681640625,1401.408447265625,1226.2574462890625,3152.796142578125
2022-04-26,652.5984497070312,731.1522216796875,1419.272705078125,1262.9539794921875,3151.10791015625
2022-04-27,652.8363037109375,714.6133422851562,1393.9576416015625,1264.1826171875,3164.347412109375
2022-04-28,652.2655029296875,724.7500610351562,1420.708984375,1283.065673828125,3184.873779296875
2022-04-29,658.5677490234375,721.0154418945312,1407.198486328125,1269.5972900390625,3151.46337890625
2022-05-02,667.6522827148438,718.7844848632812,1383.3646240234375,1265.13818359375,3147.642333984375
2022-05-04,644.9644165039062,702.5366821289062,1378.4720458984375,1225.64306640625,3091.973876953125
2022-05-05,643.5137329101562,706.9501953125,1422.9981689453125,1201.64111328125,3121.8740234375
2022-05-06,626.699951171875,697.6865844726562,1385.0252685546875,1192.42724609375,3050.078369140625
2022-05-09,627.7701416015625,689.0533447265625,1409.7122802734375,1145.8568115234375,3061.185546875
2022-05-10,637.8536987304688,689.9749145507812,1394.1370849609375,1125.9954833984375,3055.54345703125
2022-05-11,641.4447021484375,692.7879638671875,1370.572265625,1114.4609375,3031.774658203125
2022-05-12,626.9856567382812,674.9395751953125,1354.4586181640625,1091.755859375,3028.79736328125
2022-05-13,621.3560180664062,657.0426635742188,1350.508544921875,1104.132080078125,3034.350830078125
2022-05-16,627.9719848632812,662.5233154296875,1336.7735595703125,1104.4051513671875,3000.496826171875
2022-05-17,632.25439453125,688.7138671875,1363.1212158203125,1150.7935791015625,3066.96142578125
2022-05-18,632.206298828125,686.143310546875,1354.8175048828125,1154.979736328125,3064.473388671875
2022-05-19,619.2869873046875,669.6044921875,1281.1607666015625,1128.361572265625,2898.4453125
2022-05-20,635.5985107421875,688.27734375,1306.296630859375,1194.15625,2926.035400390625
2022-05-23,627.4427490234375,689.732421875,1318.1912841796875,1186.1708984375,2951.58154296875
2022-05-24,634.6361694335938,686.9193115234375,1293.59375,1190.2431640625,2921.59228515625
2022-05-25,639.375732421875,691.9634399414062,1266.1688232421875,1188.491455078125,2833.613525390625
2022-05-26,657.6119384765625,706.6591796875,1278.2879638671875,1177.16162109375,2886.659912109375
2022-05-27,669.8095703125,717.6204223632812,1311.862060546875,1171.701416015625,2917.387939453125
2022-05-30,674.3806762695312,726.0596313476562,1370.6170654296875,1212.5159912109375,3019.32177734375
2022-05-31,668.31787109375,730.2791748046875,1364.085205078125,1197.8873291015625,3009.571533203125
2022-06-01,671.1568603515625,730.085205078125,1341.3597412109375,1198.2742919921875,3001.38623046875
2022-06-02,666.4654541015625,727.2720947265625,1368.076904296875,1239.5892333984375,3062.0361328125
2022-06-03,664.1558837890625,721.9855346679688,1380.5057373046875,1264.7059326171875,3077.3779296875
2022-06-06,663.2656860351562,724.362060546875,1388.0810546875,1259.2684326171875,3069.147705078125
2022-06-07,655.6392211914062,713.2069091796875,1366.8974609375,1261.6346435546875,3008.0947265625
2022-06-08,657.9487915039062,707.6292114257812,1360.8192138671875,1239.4754638671875,3045.174072265625
2022-06-09,662.9047241210938,710.7817993164062,1374.427490234375,1273.46484375,3065.7041015625
2022-06-10,650.105712890625,698.4140625,1339.77197265625,1235.0164794921875,3005.589599609375
2022-06-13,638.3171997070312,667.3734130859375,1292.3248291015625,1211.651611328125,2880.085205078125
2022-06-14,631.2921142578125,664.9484252929688,1306.885498046875,1195.8170166015625,2871.98974609375
2022-06-15,629.102783203125,666.6459350585938,1290.238037109375,1181.34765625,2868.18798828125
2022-06-16,616.520263671875,658.1582641601562,1267.5576171875,1164.830810546875,2810.66845703125
2022-06-17,620.5861206054688,666.2579345703125,1258.5765380859375,1178.481201171875,2763.16796875
2022-06-20,636.1759643554688,665.3849487304688,1282.93505859375,1157.118408203125,2784.190185546875
2022-06-21,643.1047973632812,675.2305908203125,1315.367919921875,1175.796630859375,2873.24169921875
2022-06-22,640.0733642578125,666.0154418945312,1303.8914794921875,1140.078125,2883.08154296875
2022-06-23,642.4310913085938,678.189208984375,1317.6812744140625,1121.581787109375,2959.879150390625
2022-06-24,651.4049072265625,692.0604248046875,1307.3843994140625,1137.5528564453125,2945.8349609375
2022-06-27,652.5838012695312,695.843505859375,1337.7760009765625,1134.185791015625,2965.156494140625
2022-06-28,647.6036987304688,689.0048828125,1342.8111572265625,1150.1337890625,2968.24267578125
2022-06-29,646.6653442382812,681.6812744140625,1327.479248046875,1173.999267578125,2943.509033203125
2022-06-30,648.6141967773438,685.997802734375,1326.2545166015625,1181.0521240234375,2922.575927734375
2022-07-01,651.380859375,682.7967529296875,1342.1307373046875,1095.987548828125,2965.51513671875
2022-07-04,652.2950439453125,698.5110473632812,1349.9327392578125,1098.262451171875,2893.906005859375
2022-07-05,650.8275146484375,697.8804931640625,1339.000732421875,1107.157958984375,2877.13330078125
2022-07-06,659.8012084960938,704.1857299804688,1353.244140625,1097.4207763671875,2916.89599609375
2022-07-07,671.6139526367188,719.7545166015625,1359.639892578125,1086.6141357421875,2941.138427734375
2022-07-08,672.239501953125,733.0437622070312,1373.928466796875,1088.1158447265625,2921.10009765625
2022-07-11,676.5941162109375,746.4301147460938,1336.4605712890625,1102.9036865234375,2785.44189453125
2022-07-12,669.6893310546875,737.1178588867188,1305.1163330078125,1101.333740234375,2759.41064453125
2022-07-13,653.3536987304688,730.6187133789062,1310.423583984375,1081.8138427734375,2718.306396484375
2022-07-14,650.0817260742188,729.8427124023438,1296.27099609375,1090.7320556640625,2689.60546875
2022-07-15,655.37451171875,728.6786499023438,1297.6318359375,1092.847900390625,2685.88330078125
2022-07-18,648.397705078125,748.8551025390625,1351.656494140625,1102.15283203125,2747.68017578125
2022-07-19,648.63818359375,757.2457885742188,1346.4400634765625,1108.9097900390625,2757.32177734375
2022-07-20,656.8180541992188,759.6222534179688,1374.69970703125,1138.8951416015625,2838.537109375
2022-07-21,654.7490234375,762.4353637695312,1390.6666259765625,1131.29638671875,2849.748291015625
2022-07-22,670.0260620117188,776.0641479492188,1366.5345458984375,1138.9405517578125,2844.09814453125
2022-07-25,671.9989013671875,776.8886108398438,1364.085205078125,1101.3111572265625,2840.285888671875
2022-07-26,670.6275634765625,772.426513671875,1316.5018310546875,1101.8116455078125,2794.677978515625
2022-07-27,675.751953125,776.5006103515625,1334.5556640625,1100.76513671875,2860.10791015625
2022-07-28,681.7424926757812,790.1779174804688,1376.604736328125,1118.010009765625,2924.371337890625
2022-07-29,690.0908203125,794.0579833984375,1405.9078369140625,1141.8299560546875,2961.502685546875
2022-08-01,695.8407592773438,798.7141723632812,1407.1326904296875,1171.587646484375,2958.72265625
2022-08-02,688.1902465820312,793.2334594726562,1400.373779296875,1176.0467529296875,2952.44482421875
2022-08-03,689.8020629882812,800.0721435546875,1420.7860107421875,1185.92041015625,2995.22705078125
2022-08-04,688.9840698242188,795.6585083007812,1451.449951171875,1170.2454833984375,3009.08447265625
2022-08-05,686.6504516601562,813.0703735351562,1466.6456298828125,1153.00048828125,3018.143798828125
2022-08-08,703.4913940429688,816.7297973632812,1469.1405029296875,1168.0841064453125,3026.573974609375
2022-08-10,705.5362548828125,828.2446899414062,1453.76318359375,1175.0687255859375,3008.45654296875
2022-08-11,714.8709106445312,838.93017578125,1469.639404296875,1178.9815673828125,3069.670654296875
2022-08-12,714.6062622070312,853.2750244140625,1446.1878662109375,1198.046630859375,3050.880615234375
